student_id,gender,age,study_hours,attendance,performance_score,household_income_bracket,dependents,background,government_assistance,scholarship_eligibility,eligibility_numeric,time_period
1059,Female,18.0,27,90.0,81.68498554,High,1,Rural,0,Not Eligible,0,2024-s1
1060,Female,18.0,12,83.33333333,0.0,High,3,Rural,0,Not Eligible,0,2024-s1
1061,Female,18.0,21,90.0,69.33724002,High,0,Urban,0,Not Eligible,0,2024-s1
1062,Female,21.0,21,90.0,65.63239548,Mid-Low,2,Rural,1,Eligible,1,2024-s1
1063,Male,19.0,12,83.33333333,0.0,Mid-High,1,Urban,0,Eligible,1,2024-s1
1064,Male,19.0,14,90.0,58.5222193,,0,Urban,0,Not Eligible,0,2024-s1
1065,Male,24.0,12,83.33333333,0.0,,0,Urban,0,Not Eligible,0,2024-s1
1066,Male,29.0,14,90.0,62.62424402,High,1,Urban,0,Not Eligible,0,2024-s1
1067,Male,23.0,21,90.0,68.36707862,High,2,Rural,0,Not Eligible,0,2024-s1
1068,Male,19.0,14,90.0,60.02629503,High,2,Urban,0,Not Eligible,0,2024-s1
1069,Male,26.0,14,90.0,62.3507757,,3,Urban,0,Not Eligible,0,2024-s1
1070,Male,18.0,12,83.33333333,0.0,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1071,Male,24.0,21,90.0,70.3497239,,3,Urban,0,Not Eligible,0,2024-s1
1072,Male,18.0,14,90.0,64.72083443,Mid-High,3,Rural,1,Not Eligible,0,2024-s1
1073,Male,18.0,21,90.0,67.45551757,High,1,Urban,0,Not Eligible,0,2024-s1
1074,Male,18.0,14,90.0,57.94923807,,2,Urban,0,Not Eligible,0,2024-s1
1075,Male,21.0,14,90.0,58.79568762,Mid-High,3,Urban,0,Eligible,1,2024-s1
1076,Male,19.0,27,90.0,73.83644491,Mid-High,1,Urban,0,Eligible,1,2024-s1
1077,Male,22.0,27,90.0,81.76268527,Mid-High,4,Urban,0,Eligible,1,2024-s1
1078,Male,33.0,14,90.0,64.72083443,Mid-High,4,Urban,1,Not Eligible,0,2024-s1
1079,Male,20.0,21,90.0,66.72626874,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1080,Male,35.0,12,83.33333333,0.0,Mid-High,0,Rural,0,Not Eligible,0,2024-s1
1081,Male,24.0,21,90.0,69.64326409,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1082,Male,18.0,14,90.0,63.80927338,,0,Rural,0,Not Eligible,0,2024-s1
1083,Female,33.0,14,90.0,60.16302919,,2,Rural,0,Not Eligible,0,2024-s1
1084,Female,22.0,21,90.0,71.53931107,Mid-Low,2,Rural,1,Eligible,1,2024-s1
1085,Female,25.0,14,90.0,60.4364975,Mid-Low,3,Urban,1,Eligible,1,2024-s1
1086,Male,20.0,14,90.0,59.79840477,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
1087,Male,23.0,27,90.0,76.02419143,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
1088,Male,18.0,12,83.33333333,27.34683145,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
1089,Female,21.0,27,90.0,75.20378648,,1,Urban,0,Not Eligible,0,2024-s1
1090,Female,26.0,12,83.33333333,32.81619774,,3,Urban,0,Not Eligible,0,2024-s1
1091,Female,39.0,12,83.33333333,34.63931984,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
1092,Female,44.0,21,90.0,66.20212113,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1093,Male,19.0,27,90.0,74.5201157,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1094,Female,18.0,27,90.0,73.83644491,High,2,Urban,0,Not Eligible,0,2024-s1
1095,Female,18.0,27,90.0,77.19402811,Mid-High,4,Rural,0,Eligible,1,2024-s1
1096,Female,19.0,27,90.0,76.57112806,High,0,Urban,0,Not Eligible,0,2024-s1
1097,Female,19.0,12,83.33333333,32.70681041,High,1,Rural,0,Not Eligible,0,2024-s1
1098,Female,21.0,27,90.0,71.85379963,Mid-High,1,Urban,1,Not Eligible,0,2024-s1
1099,Female,20.0,12,83.33333333,0.0,,3,Urban,0,Not Eligible,0,2024-s1
1100,Female,36.0,12,83.33333333,0.0,High,0,Urban,0,Not Eligible,0,2024-s1
1101,Female,43.0,27,90.0,78.92937708,,2,Urban,0,Not Eligible,0,2024-s1
1102,Female,20.0,21,90.0,69.1129013,High,3,Urban,0,Not Eligible,0,2024-s1
1103,Female,20.0,27,90.0,75.06705233,,3,Urban,0,Not Eligible,0,2024-s1
1104,Female,20.0,21,90.0,69.9167324,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1105,Female,20.0,21,90.0,67.45551757,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
1106,Female,18.0,27,90.0,78.91514218,,0,Rural,0,Not Eligible,0,2024-s1
1107,Female,18.0,21,90.0,65.63239548,Mid-Low,1,Urban,1,Eligible,1,2024-s1
1108,Female,19.0,21,90.0,71.6486984,Mid-High,1,Urban,1,Not Eligible,0,2024-s1
1109,Female,18.0,21,90.0,69.01819366,High,0,Urban,0,Not Eligible,0,2024-s1
1110,Female,18.0,21,90.0,68.45823473,,0,Urban,0,Not Eligible,0,2024-s1
1111,Female,20.0,21,90.0,67.31878342,High,3,Rural,0,Not Eligible,0,2024-s1
1112,Female,20.0,14,90.0,56.74467526,Mid-Low,2,Urban,1,Eligible,1,2024-s1
1113,Female,20.0,14,90.0,57.42834604,High,0,Urban,0,Not Eligible,0,2024-s1
1114,Female,18.0,21,90.0,67.11693776,Mid-High,3,Urban,1,Not Eligible,0,2024-s1
1115,Female,18.0,27,90.0,72.74257165,High,3,Rural,0,Not Eligible,0,2024-s1
1116,Female,21.0,14,90.0,60.16302919,High,1,Urban,0,Not Eligible,0,2024-s1
1117,Female,19.0,14,90.0,60.29976334,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
1118,Female,19.0,27,90.0,73.83644491,Mid-Low,2,Rural,1,Eligible,1,2024-s1
1119,Female,19.0,27,90.0,72.10447892,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1120,Female,19.0,12,83.33333333,33.08966605,High,2,Urban,0,Not Eligible,0,2024-s1
1121,Female,20.0,27,90.0,76.41920122,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1122,Female,18.0,21,90.0,71.6486984,Mid-High,0,Urban,1,Eligible,1,2024-s1
1123,Female,18.0,27,90.0,72.92488386,,1,Rural,0,Not Eligible,0,2024-s1
1124,Female,19.0,27,90.0,77.87900112,Mid-High,0,Rural,0,Not Eligible,0,2024-s1
1125,Female,18.0,27,90.0,73.78272792,Mid-Low,5,Urban,1,Eligible,1,2024-s1
1126,Female,18.0,21,90.0,69.27863967,,3,Rural,0,Not Eligible,0,2024-s1
1127,Female,19.0,27,90.0,73.83644491,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1128,Female,19.0,12,83.33333333,38.28556403,,0,Rural,0,Not Eligible,0,2024-s1
1129,Female,20.0,14,90.0,63.93949639,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1130,Female,19.0,21,90.0,66.99973705,Mid-Low,5,Urban,1,Eligible,1,2024-s1
1131,Female,20.0,14,90.0,64.81199053,,0,Urban,0,Not Eligible,0,2024-s1
1132,Female,18.0,27,90.0,81.1289333,Mid-Low,4,Urban,0,Eligible,1,2024-s1
1133,Female,20.0,21,90.0,71.32288043,Mid-Low,1,Rural,1,Eligible,1,2024-s1
1134,Female,18.0,27,90.0,94.92768867,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
1135,Female,19.0,21,90.0,69.27863967,High,0,Urban,0,Not Eligible,0,2024-s1
1136,Female,19.0,21,90.0,67.45551757,Mid-Low,1,Urban,1,Eligible,1,2024-s1
1137,Female,22.0,12,83.33333333,0.0,High,2,Urban,0,Not Eligible,0,2024-s1
1138,Female,19.0,14,90.0,62.44193181,Mid-High,4,Urban,0,Eligible,1,2024-s1
1139,Female,19.0,21,90.0,70.92742572,Mid-Low,1,Urban,1,Eligible,1,2024-s1
1140,Female,19.0,14,90.0,62.3507757,Mid-High,3,Urban,0,Eligible,1,2024-s1
1141,Female,20.0,14,90.0,62.53308791,,3,Urban,0,Not Eligible,0,2024-s1
1142,Female,18.0,27,90.0,75.31773162,,3,Rural,0,Not Eligible,0,2024-s1
1143,Female,20.0,27,90.0,76.6857243,Mid-Low,4,Rural,1,Eligible,1,2024-s1
1144,Female,19.0,21,90.0,70.55482514,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1145,Female,18.0,14,90.0,63.35349286,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1146,Female,18.0,21,90.0,68.73170304,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1147,Female,21.0,14,90.0,61.98615128,High,1,Urban,0,Not Eligible,0,2024-s1
1148,Female,19.0,14,90.0,64.2650539,High,1,Rural,0,Not Eligible,0,2024-s1
1149,Female,18.0,14,90.0,61.25690245,Mid-Low,3,Urban,0,Eligible,1,2024-s1
1150,Female,18.0,21,90.0,65.92539724,Mid-Low,5,Urban,1,Eligible,1,2024-s1
1151,Female,20.0,14,90.0,62.44193181,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1152,Female,24.0,14,90.0,64.53852222,Mid-Low,2,Rural,1,Eligible,1,2024-s1
1153,Female,19.0,21,90.0,71.55754229,,0,Rural,0,Not Eligible,0,2024-s1
1154,Female,18.0,21,90.0,70.05346656,Mid-Low,3,Rural,1,Eligible,1,2024-s1
1155,Female,18.0,27,90.0,82.78911386,,0,Urban,0,Not Eligible,0,2024-s1
1156,Female,21.0,14,90.0,61.53037076,High,0,Urban,0,Not Eligible,0,2024-s1
1157,Female,19.0,27,90.0,77.66500131,High,1,Rural,0,Not Eligible,0,2024-s1
1158,Female,19.0,21,90.0,69.73442019,Mid-High,1,Urban,0,Eligible,1,2024-s1
1159,Female,47.0,12,83.33333333,0.0,High,2,Urban,0,Not Eligible,0,2024-s1
1160,Female,19.0,14,90.0,61.98615128,Mid-High,3,Urban,1,Not Eligible,0,2024-s1
1161,Female,29.0,27,90.0,77.97753653,,3,Urban,0,Not Eligible,0,2024-s1
1162,Female,21.0,14,90.0,63.80927338,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
1163,Female,28.0,14,90.0,59.4793584,High,2,Rural,0,Not Eligible,0,2024-s1
1164,Female,20.0,21,90.0,71.15547876,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1165,Female,19.0,14,90.0,63.90042949,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
1166,Female,26.0,14,90.0,64.72083443,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
1167,Female,20.0,21,90.0,68.13918836,High,0,Rural,0,Not Eligible,0,2024-s1
1168,Female,18.0,21,90.0,68.82285915,Mid-Low,2,Urban,1,Eligible,1,2024-s1
1169,Female,27.0,21,90.0,68.91401525,High,3,Urban,0,Not Eligible,0,2024-s1
1170,Female,20.0,21,90.0,65.35892716,Mid-High,0,Rural,0,Not Eligible,0,2024-s1
1171,Female,18.0,14,90.0,62.3507757,Mid-High,1,Urban,1,Not Eligible,0,2024-s1
1172,Female,33.0,27,90.0,79.12349899,,0,Urban,0,Not Eligible,0,2024-s1
1173,Female,35.0,21,90.0,69.48425494,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
1174,Female,26.0,21,90.0,70.64598124,Mid-Low,2,Urban,1,Eligible,1,2024-s1
1175,Female,27.0,12,83.33333333,32.81619774,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1176,Female,19.0,12,83.33333333,33.27197826,,0,Rural,0,Not Eligible,0,2024-s1
1177,Female,20.0,14,90.0,56.25633898,High,0,Rural,0,Not Eligible,0,2024-s1
1178,Female,21.0,14,90.0,58.79568762,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
1179,Female,18.0,21,90.0,71.37523008,Mid-High,1,Rural,0,Eligible,1,2024-s1
1180,Female,24.0,12,83.33333333,30.08151459,,0,Urban,0,Not Eligible,0,2024-s1
1181,Female,20.0,14,90.0,64.2650539,High,3,Urban,0,Not Eligible,0,2024-s1
1182,Female,21.0,21,90.0,66.99973705,Mid-Low,2,Rural,1,Eligible,1,2024-s1
1183,Female,23.0,14,90.0,54.6936629,High,1,Urban,0,Not Eligible,0,2024-s1
1184,Female,24.0,12,83.33333333,0.0,High,2,Rural,0,Not Eligible,0,2024-s1
1185,Female,21.0,12,83.33333333,0.0,High,0,Urban,0,Not Eligible,0,2024-s1
1186,Female,18.0,21,90.0,66.96067015,High,2,Rural,0,Not Eligible,0,2024-s1
1187,Female,27.0,12,83.33333333,0.0,High,2,Urban,0,Not Eligible,0,2024-s1
1188,Female,18.0,21,90.0,70.73941625,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1189,Female,35.0,12,83.33333333,0.0,,3,Urban,0,Not Eligible,0,2024-s1
1190,Female,35.0,14,90.0,63.3079148,High,2,Urban,0,Not Eligible,0,2024-s1
1191,Female,19.0,27,90.0,76.79901832,,1,Urban,0,Not Eligible,0,2024-s1
1192,Female,20.0,14,90.0,61.53037076,,0,Rural,0,Not Eligible,0,2024-s1
1193,Female,18.0,21,90.0,67.40603283,,0,Urban,0,Not Eligible,0,2024-s1
1194,Female,21.0,21,90.0,65.30683796,,0,Rural,0,Not Eligible,0,2024-s1
1195,Female,18.0,14,90.0,61.23736899,Mid-Low,2,Urban,1,Eligible,1,2024-s1
1196,Female,18.0,14,90.0,59.4793584,,2,Urban,0,Not Eligible,0,2024-s1
1197,Female,18.0,21,90.0,70.63295894,Mid-High,0,Rural,1,Not Eligible,0,2024-s1
1198,Female,18.0,27,90.0,76.57112806,Mid-High,2,Rural,0,Eligible,1,2024-s1
1199,Female,19.0,27,90.0,74.53964915,,1,Urban,0,Not Eligible,0,2024-s1
1200,Female,36.0,27,90.0,72.50817024,Mid-High,1,Rural,1,Eligible,1,2024-s1
1201,Female,18.0,21,90.0,69.14841666,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1202,Female,18.0,21,90.0,70.64598124,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1203,Female,20.0,27,90.0,86.09368544,Mid-Low,4,Urban,0,Eligible,1,2024-s1
1204,Female,26.0,12,83.33333333,0.0,Mid-High,2,Rural,0,Eligible,1,2024-s1
1205,Female,21.0,14,90.0,64.85105744,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
1206,Female,25.0,21,90.0,69.5635025,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1207,Female,19.0,14,90.0,63.44464896,Mid-Low,3,Rural,1,Eligible,1,2024-s1
1208,Female,24.0,12,83.33333333,27.34683145,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
1209,Female,27.0,12,83.33333333,27.34683145,Mid-Low,2,Urban,1,Eligible,1,2024-s1
1210,Female,21.0,12,83.33333333,36.91822246,High,3,Rural,0,Not Eligible,0,2024-s1
1211,Female,18.0,21,90.0,69.27863967,Mid-Low,1,Urban,0,Eligible,1,2024-s1
1212,Female,19.0,27,90.0,76.11534753,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1213,Female,18.0,21,90.0,64.94872469,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
1214,Female,19.0,21,90.0,71.21896247,Mid-Low,2,Urban,1,Eligible,1,2024-s1
1215,Female,19.0,27,90.0,78.36006661,Mid-High,4,Urban,0,Eligible,1,2024-s1
1216,Female,33.0,27,90.0,85.13980191,High,2,Urban,0,Not Eligible,0,2024-s1
1217,Female,45.0,21,90.0,67.82014199,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
1218,Female,20.0,21,90.0,67.9764096,Mid-High,4,Urban,0,Eligible,1,2024-s1
1219,Female,28.0,12,83.33333333,0.0,Mid-High,3,Urban,1,Not Eligible,0,2024-s1
1220,Female,19.0,14,90.0,63.28838135,Mid-High,0,Urban,1,Eligible,1,2024-s1
1221,Female,18.0,21,90.0,69.7995317,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1222,Female,38.0,12,83.33333333,0.0,,2,Rural,0,Not Eligible,0,2024-s1
1223,Female,19.0,21,90.0,71.6486984,,0,Urban,0,Not Eligible,0,2024-s1
1224,Female,21.0,14,90.0,62.89771233,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1225,Female,21.0,27,90.0,73.83644491,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1226,Female,22.0,21,90.0,70.00788851,Mid-Low,5,Urban,1,Eligible,1,2024-s1
1227,Female,18.0,27,90.0,72.65141555,Mid-High,0,Rural,0,Eligible,1,2024-s1
1228,Female,18.0,14,90.0,62.63726632,Mid-Low,3,Urban,0,Eligible,1,2024-s1
1229,Female,25.0,27,90.0,75.88745727,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
1230,Female,24.0,14,90.0,60.39091945,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1231,Female,19.0,21,90.0,65.45171106,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1232,Female,24.0,27,90.0,72.37242262,High,2,Rural,0,Not Eligible,0,2024-s1
1233,Female,20.0,21,90.0,68.91401525,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1234,Female,25.0,12,83.33333333,0.0,,1,Urban,0,Not Eligible,0,2024-s1
1235,Female,20.0,21,90.0,69.08804054,Mid-Low,4,Rural,1,Eligible,1,2024-s1
1236,Female,23.0,27,90.0,72.30502235,,3,Rural,0,Not Eligible,0,2024-s1
1237,Female,19.0,27,90.0,71.92998009,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1238,Female,29.0,21,90.0,65.86028574,,1,Urban,0,Not Eligible,0,2024-s1
1239,Female,21.0,14,90.0,64.49294417,,0,Urban,0,Not Eligible,0,2024-s1
1240,Female,18.0,27,90.0,74.91078472,Mid-Low,4,Rural,1,Eligible,1,2024-s1
1241,Female,19.0,21,90.0,67.82014199,Mid-High,1,Urban,1,Not Eligible,0,2024-s1
1242,Female,18.0,27,90.0,76.11534753,Mid-High,2,Rural,0,Eligible,1,2024-s1
1243,Female,19.0,27,90.0,74.93031817,High,0,Urban,0,Not Eligible,0,2024-s1
1244,Female,18.0,12,83.33333333,30.08151459,High,0,Urban,0,Not Eligible,0,2024-s1
1245,Female,18.0,14,90.0,63.44464896,,3,Urban,0,Not Eligible,0,2024-s1
1246,Female,37.0,12,83.33333333,43.75493032,Mid-High,3,Urban,1,Eligible,1,2024-s1
1247,Female,29.0,21,90.0,70.84131575,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
1248,Female,18.0,21,90.0,66.54395653,High,3,Urban,0,Not Eligible,0,2024-s1
1249,Female,19.0,21,90.0,66.54395653,Mid-High,3,Rural,0,Eligible,1,2024-s1
1250,Female,22.0,21,90.0,67.9112981,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
1251,Female,20.0,14,90.0,59.52493645,Mid-Low,4,Urban,1,Eligible,1,2024-s1
1252,Female,34.0,12,83.33333333,0.0,High,3,Rural,0,Not Eligible,0,2024-s1
1253,Female,30.0,21,90.0,65.40450522,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
1254,Female,18.0,27,90.0,76.57112806,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1255,Female,18.0,21,90.0,67.9112981,High,0,Rural,0,Not Eligible,0,2024-s1
1256,Female,18.0,21,90.0,65.40450522,,1,Urban,0,Not Eligible,0,2024-s1
1257,Female,18.0,27,90.0,81.1028887,,1,Urban,0,Not Eligible,0,2024-s1
1258,Female,19.0,21,90.0,66.17933211,Mid-Low,5,Rural,1,Eligible,1,2024-s1
1259,Female,18.0,27,90.0,74.77405056,Mid-Low,1,Rural,0,Eligible,1,2024-s1
1260,Female,21.0,21,90.0,69.64326409,Mid-Low,3,Rural,1,Eligible,1,2024-s1
1261,Female,20.0,14,90.0,62.89771233,High,0,Rural,0,Not Eligible,0,2024-s1
1262,Female,20.0,21,90.0,70.64598124,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
1263,Female,19.0,21,90.0,71.70339206,Mid-High,0,Urban,1,Not Eligible,0,2024-s1
1264,Female,20.0,27,90.0,81.84515984,,2,Urban,0,Not Eligible,0,2024-s1
1265,Female,18.0,27,90.0,79.50602907,,3,Urban,0,Not Eligible,0,2024-s1
1266,Female,20.0,14,90.0,59.25146814,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
1267,Female,29.0,21,90.0,67.69860052,High,1,Urban,0,Not Eligible,0,2024-s1
1268,Female,18.0,27,90.0,75.40107434,Mid-High,4,Rural,0,Eligible,1,2024-s1
1269,Female,20.0,27,90.0,76.0696067,Mid-Low,5,Rural,1,Eligible,1,2024-s1
1270,Female,22.0,14,90.0,63.99158559,Mid-Low,3,Urban,1,Eligible,1,2024-s1
1271,Female,47.0,27,90.0,77.48268911,Mid-High,3,Urban,0,Eligible,1,2024-s1
1272,Female,31.0,27,90.0,76.02419143,High,3,Rural,0,Not Eligible,0,2024-s1
1273,Female,21.0,27,90.0,72.83372776,Mid-High,1,Urban,1,Eligible,1,2024-s1
1274,Female,21.0,21,90.0,67.42947297,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
1275,Female,24.0,21,90.0,71.10176177,,3,Urban,0,Not Eligible,0,2024-s1
1276,Female,32.0,14,90.0,64.2650539,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
1277,Female,19.0,14,90.0,61.07459024,Mid-High,3,Rural,0,Eligible,1,2024-s1
1278,Female,24.0,27,90.0,73.20746779,Mid-High,2,Rural,0,Not Eligible,0,2024-s1
1279,Female,19.0,27,90.0,82.49627487,,0,Urban,0,Not Eligible,0,2024-s1
1280,Female,19.0,27,90.0,77.02690858,Mid-High,4,Urban,0,Eligible,1,2024-s1
1281,Female,24.0,21,90.0,66.80440254,Mid-High,4,Rural,1,Not Eligible,0,2024-s1
1282,Female,18.0,14,90.0,63.80927338,Mid-Low,1,Urban,1,Eligible,1,2024-s1
1283,Female,19.0,14,90.0,63.80927338,Mid-Low,5,Rural,0,Eligible,1,2024-s1
1284,Female,19.0,27,90.0,80.54032531,Mid-Low,3,Urban,0,Eligible,1,2024-s1
